customer_key,customer_number,customer_name,age,age_group,customer_segment,last_order_date,recency,total_orders,total_sales,total_quantity,lifespan,avg_order_value,avg_monthly_spend
17359,AW00028358,Austin Powell,55,50 and above,New,2013-10-13,141,1,5,1,1,5.0,5.0
5818,AW00016817,Evan Peterson,68,50 and above,New,2013-10-13,141,1,5,1,1,5.0,5.0
1553,AW00012552,Bruce Torres,81,50 and above,New,2013-10-13,141,1,9,1,1,9.0,9.0
14069,AW00025068,Robert Shan,56,50 and above,New,2013-10-13,141,1,33,1,1,33.0,33.0
1423,AW00012422,Hailey Evans,66,50 and above,New,2013-10-13,141,1,35,1,1,35.0,35.0
4417,AW00015416,Edward Barnes,80,50 and above,New,2013-10-14,141,1,5,1,1,5.0,5.0
17907,AW00028906,Steve Xu,63,50 and above,New,2013-10-14,141,1,5,1,1,5.0,5.0
10880,AW00021879,Louis Ma,45,40-49,New,2013-10-14,141,1,35,1,1,35.0,35.0
7881,AW00018880,Jarrod Sanchez,79,50 and above,New,2013-10-14,141,1,70,1,1,70.0,70.0
15229,AW00026228,Carolyn Perez,47,40-49,New,2013-10-14,141,1,1701,1,1,1701.0,1701.0
7371,AW00018370,Tristan Flores,49,40-49,New,2013-10-14,141,1,1701,1,1,1701.0,1701.0
12658,AW00023657,Alison Jai,43,40-49,New,2013-10-15,141,1,5,1,1,5.0,5.0
11388,AW00022387,Audrey Romero,83,50 and above,New,2013-10-15,141,1,5,1,1,5.0,5.0
13133,AW00024132,Devon Tang,45,40-49,New,2013-10-15,141,1,5,1,1,5.0,5.0
1397,AW00012396,Susan Yang,49,40-49,New,2013-10-15,141,1,50,1,1,50.0,50.0
8770,AW00019769,Andrea Peterson,39,30-39,New,2013-10-15,141,1,540,1,1,540.0,540.0
8205,AW00019204,Sydney Evans,67,50 and above,New,2013-10-15,141,1,540,1,1,540.0,540.0
13875,AW00024874,Wendy Moreno,71,50 and above,New,2013-10-16,141,1,21,1,1,21.0,21.0
9175,AW00020174,Douglas Gonzalez,47,40-49,New,2013-10-16,141,1,30,1,1,30.0,30.0
5770,AW00016769,Tyler Walker,48,40-49,New,2013-10-17,141,1,5,1,1,5.0,5.0
15591,AW00026590,Jorge Guo,61,50 and above,New,2013-10-17,141,1,70,1,1,70.0,70.0
9009,AW00020008,Jack Foster,48,40-49,New,2013-10-17,141,1,70,1,1,70.0,70.0
7588,AW00018587,Monica Arun,54,50 and above,New,2013-10-17,141,1,70,1,1,70.0,70.0
16769,AW00027768,Deanna Madan,53,50 and above,New,2013-10-17,141,1,742,1,1,742.0,742.0
10331,AW00021330,Isabella Clark,60,50 and above,New,2013-10-17,141,1,1120,1,1,1120.0,1120.0
5115,AW00016114,Gavin Ross,57,50 and above,New,2013-10-17,141,1,2320,1,1,2320.0,2320.0
2452,AW00013451,Robin Browning,53,50 and above,New,2013-10-18,141,1,22,1,1,22.0,22.0
11751,AW00022750,Jesse Gonzalez,74,50 and above,New,2013-10-18,141,1,30,1,1,30.0,30.0
14171,AW00025170,Logan Walker,51,50 and above,New,2013-10-18,141,1,33,1,1,33.0,33.0
7939,AW00018938,Lucas Lopez,63,50 and above,New,2013-10-18,141,1,70,1,1,70.0,70.0
17253,AW00028252,Sydney Murphy,56,50 and above,New,2013-10-19,141,1,5,1,1,5.0,5.0
1518,AW00012517,Alexa Watson,42,40-49,New,2013-10-19,141,1,9,1,1,9.0,9.0
12742,AW00023741,Dana Romero,67,50 and above,New,2013-10-19,141,1,33,1,1,33.0,33.0
5754,AW00016753,Rachel Harris,48,40-49,New,2013-10-19,141,1,2320,1,1,2320.0,2320.0
3514,AW00014513,Alexandra Turner,51,50 and above,New,2013-10-20,141,1,5,1,1,5.0,5.0
2825,AW00013824,Destiny Wood,41,40-49,New,2013-10-20,141,1,5,1,1,5.0,5.0
15268,AW00026267,Matthew Martin,64,50 and above,New,2013-10-20,141,1,21,1,1,21.0,21.0
2237,AW00013236,Robert Wang,72,50 and above,New,2013-10-20,141,1,22,1,1,22.0,22.0
1888,AW00012887,Brendan Pal,49,40-49,New,2013-10-20,141,1,22,1,1,22.0,22.0
10857,AW00021856,Emmanuel Sanchez,70,50 and above,New,2013-10-20,141,1,25,1,1,25.0,25.0
13122,AW00024121,Valerie Liu,43,40-49,New,2013-10-20,141,1,540,1,1,540.0,540.0
13151,AW00024150,Jack Campbell,59,50 and above,New,2013-10-21,141,1,4,1,1,4.0,4.0
16418,AW00027417,Edwin She,72,50 and above,New,2013-10-21,141,1,21,1,1,21.0,21.0
16907,AW00027906,Gilbert Chen,44,40-49,New,2013-10-21,141,1,540,1,1,540.0,540.0
5345,AW00016344,Xavier King,40,40-49,New,2013-10-21,141,1,2295,1,1,2295.0,2295.0
15348,AW00026347,Alvin Raji,54,50 and above,New,2013-10-22,141,1,25,1,1,25.0,25.0
7772,AW00018771,Robert Green,44,40-49,New,2013-10-22,141,1,70,1,1,70.0,70.0
4858,AW00015857,Isabella White,61,50 and above,New,2013-10-23,141,1,5,1,1,5.0,5.0
10867,AW00021866,Shannon Zhu,73,50 and above,New,2013-10-23,141,1,5,1,1,5.0,5.0
9269,AW00020268,Jorge He,54,50 and above,New,2013-10-23,141,1,21,1,1,21.0,21.0
10134,AW00021133,April Kumar,40,40-49,New,2013-10-23,141,1,21,1,1,21.0,21.0
2693,AW00013692,Curtis Li,42,40-49,New,2013-10-23,141,1,25,1,1,25.0,25.0
16924,AW00027923,Douglas Arun,61,50 and above,New,2013-10-23,141,1,29,1,1,29.0,29.0
12678,AW00023677,Charles Lewis,80,50 and above,New,2013-10-23,141,1,30,1,1,30.0,30.0
9330,AW00020329,Jose Yang,51,50 and above,New,2013-10-23,141,1,70,1,1,70.0,70.0
12681,AW00023680,Anna Powell,73,50 and above,New,2013-10-23,141,1,540,1,1,540.0,540.0
13156,AW00024155,Tracy Raje,78,50 and above,New,2013-10-23,141,1,540,1,1,540.0,540.0
10587,AW00021586,Stephanie Foster,47,40-49,New,2013-10-23,141,1,1120,1,1,1120.0,1120.0
8890,AW00019889,Catherine Sanders,68,50 and above,New,2013-10-24,141,1,540,1,1,540.0,540.0
5843,AW00016842,Jenny Yang,50,50 and above,New,2013-10-25,141,1,5,1,1,5.0,5.0
1812,AW00012811,Marc Serrano,47,40-49,New,2013-10-25,141,1,5,1,1,5.0,5.0
9688,AW00020687,Rebecca Campbell,55,50 and above,New,2013-10-25,141,1,10,1,1,10.0,10.0
5883,AW00016882,Robert Young,60,50 and above,New,2013-10-25,141,1,2295,1,1,2295.0,2295.0
7422,AW00018421,Megan Morgan,59,50 and above,New,2013-10-26,141,1,5,1,1,5.0,5.0
6167,AW00017166,Joshua Several,69,50 and above,New,2013-10-26,141,1,5,1,1,5.0,5.0
397,AW00011396,Ian Lopez,50,50 and above,New,2013-10-26,141,1,29,1,1,29.0,29.0
16334,AW00027333,Kathryn Luo,71,50 and above,New,2013-10-26,141,1,29,1,1,29.0,29.0
8756,AW00019755,Lauren Foster,43,40-49,New,2013-10-26,141,1,70,1,1,70.0,70.0
16131,AW00027130,Eric Parker,51,50 and above,New,2013-10-26,141,1,540,1,1,540.0,540.0
13718,AW00024717,Damien Anand,49,40-49,New,2013-10-26,141,1,540,1,1,540.0,540.0
11440,AW00022439,Tracy Raji,51,50 and above,New,2013-10-26,141,1,1701,1,1,1701.0,1701.0
7230,AW00018229,Gabriella Ward,60,50 and above,New,2013-10-26,141,1,1701,1,1,1701.0,1701.0
5787,AW00016786,Lucas Reed,73,50 and above,New,2013-10-26,141,1,2295,1,1,2295.0,2295.0
5082,AW00016081,Arturo Cai,52,50 and above,New,2013-10-26,141,1,2320,1,1,2320.0,2320.0
16346,AW00027345,Darrell Shan,39,30-39,New,2013-10-27,141,1,70,1,1,70.0,70.0
9114,AW00020113,Christina Murphy,62,50 and above,New,2013-10-27,141,1,70,1,1,70.0,70.0
16897,AW00027896,Orlando Torres,59,50 and above,New,2013-10-27,141,1,540,1,1,540.0,540.0
7402,AW00018401,Joshua Jones,58,50 and above,New,2013-10-27,141,1,2295,1,1,2295.0,2295.0
13370,AW00024369,Chelsea Lopez,53,50 and above,New,2013-10-28,141,1,5,1,1,5.0,5.0
9270,AW00020269,Hunter Foster,65,50 and above,New,2013-10-28,141,1,5,1,1,5.0,5.0
4422,AW00015421,Cameron Clark,52,50 and above,New,2013-10-28,141,1,5,1,1,5.0,5.0
10675,AW00021674,Jada Morris,49,40-49,New,2013-10-28,141,1,5,1,1,5.0,5.0
16948,AW00027947,Alison Andersen,66,50 and above,New,2013-10-28,141,1,5,1,1,5.0,5.0
587,AW00011586,Alberto Romero,54,50 and above,New,2013-10-28,141,1,9,1,1,9.0,9.0
14510,AW00025509,Lucas Hayes,42,40-49,New,2013-10-28,141,1,21,1,1,21.0,21.0
17974,AW00028973,Bryan Cooper,80,50 and above,New,2013-10-28,141,1,25,1,1,25.0,25.0
1313,AW00012312,Jake Zhao,55,50 and above,New,2013-10-28,141,1,35,1,1,35.0,35.0
7580,AW00018579,William Brown,48,40-49,New,2013-10-28,141,1,70,1,1,70.0,70.0
13201,AW00024200,Grant Jai,44,40-49,New,2013-10-28,141,1,1120,1,1,1120.0,1120.0
7557,AW00018556,Ruben Perez,50,50 and above,New,2013-10-28,141,1,1701,1,1,1701.0,1701.0
5882,AW00016881,Ruben Alonso,84,50 and above,New,2013-10-28,141,1,2320,1,1,2320.0,2320.0
14779,AW00025778,Larry Gomez,54,50 and above,New,2013-10-28,141,1,2443,1,1,2443.0,2443.0
18040,AW00029039,Xavier Hayes,39,30-39,New,2013-10-29,141,1,5,1,1,5.0,5.0
10400,AW00021399,Ian Hughes,44,40-49,New,2013-10-29,141,1,10,1,1,10.0,10.0
10455,AW00021454,Alvin Goldstein,76,50 and above,New,2013-10-29,141,1,10,1,1,10.0,10.0
10678,AW00021677,Cedric Chander,48,40-49,New,2013-10-29,141,1,21,1,1,21.0,21.0
2889,AW00013888,Ian Brown,41,40-49,New,2013-10-29,141,1,22,1,1,22.0,22.0
17433,AW00028432,Bruce Carlson,45,40-49,New,2013-10-29,141,1,29,1,1,29.0,29.0
13950,AW00024949,Devin Howard,78,50 and above,New,2013-10-29,141,1,33,1,1,33.0,33.0
10855,AW00021854,Theresa Schmidt,69,50 and above,New,2013-10-30,141,1,25,1,1,25.0,25.0
9382,AW00020381,Blake Bennett,82,50 and above,New,2013-10-30,141,1,70,1,1,70.0,70.0
12875,AW00023874,Abigail Cook,47,40-49,New,2013-10-30,141,1,540,1,1,540.0,540.0
10384,AW00021383,Ricardo Anand,63,50 and above,New,2013-10-31,141,1,70,1,1,70.0,70.0
17568,AW00028567,Ann Kapoor,48,40-49,New,2013-10-31,141,1,70,1,1,70.0,70.0
16984,AW00027983,Ruben Saunders,48,40-49,New,2013-10-31,141,1,540,1,1,540.0,540.0
12707,AW00023706,Mackenzie Cooper,68,50 and above,New,2013-10-31,141,1,540,1,1,540.0,540.0
18359,AW00029358,Priscilla Chande,51,50 and above,New,2013-10-31,141,1,2384,1,1,2384.0,2384.0
17769,AW00028768,Emmanuel Rodriguez,53,50 and above,New,2013-11-01,140,1,5,1,1,5.0,5.0
16998,AW00027997,Lydia Malhotra,77,50 and above,New,2013-11-01,140,1,5,1,1,5.0,5.0
14434,AW00025433,Zachary Kumar,54,50 and above,New,2013-11-01,140,1,5,1,1,5.0,5.0
477,AW00011476,Erika Navarro,45,40-49,New,2013-11-01,140,1,54,1,1,54.0,54.0
7989,AW00018988,Courtney Baker,75,50 and above,New,2013-11-01,140,1,70,1,1,70.0,70.0
8541,AW00019540,Jade Richardson,60,50 and above,New,2013-11-01,140,1,70,1,1,70.0,70.0
8995,AW00019994,Madeline King,46,40-49,New,2013-11-01,140,1,540,1,1,540.0,540.0
12913,AW00023912,Arthur Sanchez,54,50 and above,New,2013-11-02,140,1,4,1,1,4.0,4.0
13987,AW00024986,Isabelle Griffin,68,50 and above,New,2013-11-02,140,1,5,1,1,5.0,5.0
5670,AW00016669,Benjamin Martinez,46,40-49,New,2013-11-02,140,1,5,1,1,5.0,5.0
3631,AW00014630,Isaiah James,58,50 and above,New,2013-11-02,140,1,5,1,1,5.0,5.0
2870,AW00013869,Anna Morgan,51,50 and above,New,2013-11-02,140,1,22,1,1,22.0,22.0
12852,AW00023851,Mariah Rogers,49,40-49,New,2013-11-02,140,1,540,1,1,540.0,540.0
13713,AW00024712,Carly Kumar,48,40-49,New,2013-11-02,140,1,1120,1,1,1120.0,1120.0
15856,AW00026855,Carla Fernandez,54,50 and above,New,2013-11-02,140,1,1701,1,1,1701.0,1701.0
7780,AW00018779,Jose Hill,46,40-49,New,2013-11-03,140,1,5,1,1,5.0,5.0
17939,AW00028938,Sarah Moore,45,40-49,New,2013-11-03,140,1,10,1,1,10.0,10.0
16743,AW00027742,Devin Jones,41,40-49,New,2013-11-03,140,1,21,1,1,21.0,21.0
17682,AW00028681,Victoria Johnson,54,50 and above,New,2013-11-03,140,1,25,1,1,25.0,25.0
4356,AW00015355,Janelle Martinez,64,50 and above,New,2013-11-03,140,1,35,1,1,35.0,35.0
14509,AW00025508,Melissa Cook,43,40-49,New,2013-11-03,140,1,540,1,1,540.0,540.0
7454,AW00018453,Caroline Patterson,43,40-49,New,2013-11-04,140,1,5,1,1,5.0,5.0
6588,AW00017587,Curtis Liang,44,40-49,New,2013-11-04,140,1,5,1,1,5.0,5.0
5767,AW00016766,Summer Arun,46,40-49,New,2013-11-04,140,1,5,1,1,5.0,5.0
15069,AW00026068,Dylan Patterson,58,50 and above,New,2013-11-04,140,1,25,1,1,25.0,25.0
498,AW00011497,Katrina Nath,44,40-49,New,2013-11-04,140,1,35,1,1,35.0,35.0
8018,AW00019017,Zoe Brooks,68,50 and above,New,2013-11-05,140,1,70,1,1,70.0,70.0
7880,AW00018879,Garrett Morgan,67,50 and above,New,2013-11-05,140,1,70,1,1,70.0,70.0
12507,AW00023506,Jesse Campbell,59,50 and above,New,2013-11-05,140,1,540,1,1,540.0,540.0
5139,AW00016138,David Butler,53,50 and above,New,2013-11-05,140,1,565,1,1,565.0,565.0
9957,AW00020956,Kristy Alonso,44,40-49,New,2013-11-06,140,1,4,1,1,4.0,4.0
5651,AW00016650,Kaitlyn Green,76,50 and above,New,2013-11-06,140,1,5,1,1,5.0,5.0
12489,AW00023488,Luis Nelson,59,50 and above,New,2013-11-06,140,1,5,1,1,5.0,5.0
16951,AW00027950,Shannon Sanz,68,50 and above,New,2013-11-06,140,1,5,1,1,5.0,5.0
2933,AW00013932,Timothy Sanchez,53,50 and above,New,2013-11-06,140,1,22,1,1,22.0,22.0
2656,AW00013655,Christopher Walker,74,50 and above,New,2013-11-06,140,1,22,1,1,22.0,22.0
2074,AW00013073,Sydney Lopez,44,40-49,New,2013-11-06,140,1,22,1,1,22.0,22.0
11659,AW00022658,Devin Rodriguez,55,50 and above,New,2013-11-06,140,1,29,1,1,29.0,29.0
1032,AW00012031,Logan Jai,40,40-49,New,2013-11-06,140,1,769,1,1,769.0,769.0
10923,AW00021922,Bailey Ward,58,50 and above,New,2013-11-06,140,1,1120,1,1,1120.0,1120.0
14489,AW00025488,Dawn Ye,54,50 and above,New,2013-11-06,140,1,1120,1,1,1120.0,1120.0
6500,AW00017499,Marcus Campbell,40,40-49,New,2013-11-06,140,1,2295,1,1,2295.0,2295.0
17311,AW00028310,Ross Sanchez,47,40-49,New,2013-11-07,140,1,5,1,1,5.0,5.0
16032,AW00027031,Jessica Garcia,64,50 and above,New,2013-11-07,140,1,5,1,1,5.0,5.0
7398,AW00018397,Louis Anand,58,50 and above,New,2013-11-07,140,1,5,1,1,5.0,5.0
17801,AW00028800,Mason Sanchez,61,50 and above,New,2013-11-07,140,1,25,1,1,25.0,25.0
11741,AW00022740,Kimberly Rogers,75,50 and above,New,2013-11-07,140,1,30,1,1,30.0,30.0
18314,AW00029313,J├®sus Sanz,58,50 and above,New,2013-11-07,140,1,540,1,1,540.0,540.0
14554,AW00025553,Brett Srini,79,50 and above,New,2013-11-07,140,1,1120,1,1,1120.0,1120.0
7646,AW00018645,Jordan Bryant,54,50 and above,New,2013-11-07,140,1,1701,1,1,1701.0,1701.0
9142,AW00020141,Angelica Flores,61,50 and above,New,2013-11-08,140,1,4,1,1,4.0,4.0
8666,AW00019665,Eduardo Gonzales,52,50 and above,New,2013-11-08,140,1,70,1,1,70.0,70.0
2400,AW00013399,Edward Young,69,50 and above,New,2013-11-08,140,1,2295,1,1,2295.0,2295.0
2835,AW00013834,Naomi Suarez,44,40-49,New,2013-11-09,140,1,22,1,1,22.0,22.0
8399,AW00019398,Dylan Gonzales,59,50 and above,New,2013-11-09,140,1,70,1,1,70.0,70.0
6415,AW00017414,Nicholas Garcia,56,50 and above,New,2013-11-09,140,1,2295,1,1,2295.0,2295.0
14754,AW00025753,Nichole Lal,68,50 and above,New,2013-11-10,140,1,4,1,1,4.0,4.0
3608,AW00014607,Isaiah Nelson,50,50 and above,New,2013-11-10,140,1,5,1,1,5.0,5.0
3528,AW00014527,Kurt Raji,57,50 and above,New,2013-11-10,140,1,5,1,1,5.0,5.0
16568,AW00027567,Miranda Foster,60,50 and above,New,2013-11-10,140,1,21,1,1,21.0,21.0
15575,AW00026574,Jordan Allen,44,40-49,New,2013-11-10,140,1,29,1,1,29.0,29.0
1128,AW00012127,Grace Davis,63,50 and above,New,2013-11-10,140,1,35,1,1,35.0,35.0
12485,AW00023484,Jenna Allen,56,50 and above,New,2013-11-10,140,1,540,1,1,540.0,540.0
1787,AW00012786,James Yang,64,50 and above,New,2013-11-11,140,1,22,1,1,22.0,22.0
9363,AW00020362,Seth Gonzalez,83,50 and above,New,2013-11-11,140,1,70,1,1,70.0,70.0
17428,AW00028427,Yolanda Deng,43,40-49,New,2013-11-11,140,1,540,1,1,540.0,540.0
16163,AW00027162,Phillip Madan,45,40-49,New,2013-11-11,140,1,540,1,1,540.0,540.0
11600,AW00022599,Philip Gill,60,50 and above,New,2013-11-11,140,1,1701,1,1,1701.0,1701.0
6174,AW00017173,David Bryant,67,50 and above,New,2013-11-12,140,1,5,1,1,5.0,5.0
6161,AW00017160,Louis Andersen,70,50 and above,New,2013-11-12,140,1,5,1,1,5.0,5.0
5904,AW00016903,Ian Wright,81,50 and above,New,2013-11-12,140,1,5,1,1,5.0,5.0
10033,AW00021032,Brendan Shan,50,50 and above,New,2013-11-12,140,1,5,1,1,5.0,5.0
16279,AW00027278,Brian Cook,46,40-49,New,2013-11-12,140,1,29,1,1,29.0,29.0
13629,AW00024628,David Walker,80,50 and above,New,2013-11-12,140,1,33,1,1,33.0,33.0
12851,AW00023850,Anna Hall,48,40-49,New,2013-11-12,140,1,540,1,1,540.0,540.0
5130,AW00016129,Jordyn Russell,59,50 and above,New,2013-11-12,140,1,565,1,1,565.0,565.0
10608,AW00021607,Bryce Torres,50,50 and above,New,2013-11-12,140,1,1120,1,1,1120.0,1120.0
6001,AW00017000,Miranda Henderson,57,50 and above,New,2013-11-12,140,1,2295,1,1,2295.0,2295.0
11703,AW00022702,Patricia Gonzalez,45,40-49,New,2013-11-13,140,1,29,1,1,29.0,29.0
1390,AW00012389,Albert Jim├®nez,47,40-49,New,2013-11-13,140,1,50,1,1,50.0,50.0
10382,AW00021381,Francis Ruiz,70,50 and above,New,2013-11-13,140,1,70,1,1,70.0,70.0
10808,AW00021807,Amanda Campbell,68,50 and above,New,2013-11-13,140,1,1120,1,1,1120.0,1120.0
10052,AW00021051,Sabrina Alonso,41,40-49,New,2013-11-13,140,1,1120,1,1,1120.0,1120.0
16111,AW00027110,Andrew Miller,54,50 and above,New,2013-11-14,140,1,5,1,1,5.0,5.0
15800,AW00026799,Ryan Russell,43,40-49,New,2013-11-14,140,1,29,1,1,29.0,29.0
12465,AW00023464,Devin Turner,55,50 and above,New,2013-11-14,140,1,30,1,1,30.0,30.0
3202,AW00014201,Marie Serrano,72,50 and above,New,2013-11-14,140,1,33,1,1,33.0,33.0
10599,AW00021598,Chloe Perez,45,40-49,New,2013-11-14,140,1,1120,1,1,1120.0,1120.0
18330,AW00029329,Lucas Campbell,41,40-49,New,2013-11-15,140,1,54,1,1,54.0,54.0
7893,AW00018892,Chase Howard,42,40-49,New,2013-11-15,140,1,70,1,1,70.0,70.0
9334,AW00020333,Abigail Gonzales,57,50 and above,New,2013-11-15,140,1,70,1,1,70.0,70.0
14453,AW00025452,Erica Wu,47,40-49,New,2013-11-15,140,1,2384,1,1,2384.0,2384.0
17553,AW00028552,Holly Subram,47,40-49,New,2013-11-16,140,1,21,1,1,21.0,21.0
8848,AW00019847,Brendan Anand,77,50 and above,New,2013-11-16,140,1,22,1,1,22.0,22.0
7661,AW00018660,Cristina Anand,63,50 and above,New,2013-11-16,140,1,70,1,1,70.0,70.0
16587,AW00027586,Jenny She,51,50 and above,New,2013-11-16,140,1,1120,1,1,1120.0,1120.0
7568,AW00018567,Madison Barnes,53,50 and above,New,2013-11-16,140,1,1701,1,1,1701.0,1701.0
7599,AW00018598,Norimichi Yonekura,50,50 and above,New,2013-11-16,140,1,1701,1,1,1701.0,1701.0
11469,AW00022468,Ruben Gonzalez,52,50 and above,New,2013-11-16,140,1,1701,1,1,1701.0,1701.0
6685,AW00017684,Leslie Gomez,61,50 and above,New,2013-11-17,140,1,5,1,1,5.0,5.0
1456,AW00012455,Benjamin Lewis,61,50 and above,New,2013-11-17,140,1,22,1,1,22.0,22.0
10393,AW00021392,Kelli Lin,66,50 and above,New,2013-11-17,140,1,30,1,1,30.0,30.0
14378,AW00025377,Lauren Anderson,49,40-49,New,2013-11-17,140,1,33,1,1,33.0,33.0
12716,AW00023715,Isabel Flores,73,50 and above,New,2013-11-17,140,1,540,1,1,540.0,540.0
16986,AW00027985,Michele Shen,49,40-49,New,2013-11-17,140,1,540,1,1,540.0,540.0
6538,AW00017537,Courtney Mitchell,54,50 and above,New,2013-11-17,140,1,2320,1,1,2320.0,2320.0
6141,AW00017140,Sean Peterson,73,50 and above,New,2013-11-17,140,1,2320,1,1,2320.0,2320.0
13959,AW00024958,Tamara Xu,74,50 and above,New,2013-11-17,140,1,2384,1,1,2384.0,2384.0
14341,AW00025340,Adrian James,64,50 and above,New,2013-11-18,140,1,5,1,1,5.0,5.0
15388,AW00026387,Dalton Roberts,63,50 and above,New,2013-11-18,140,1,5,1,1,5.0,5.0
16834,AW00027833,Dawn Lu,46,40-49,New,2013-11-18,140,1,21,1,1,21.0,21.0
14969,AW00025968,Benjamin Powell,55,50 and above,New,2013-11-18,140,1,25,1,1,25.0,25.0
14481,AW00025480,Miguel Thomas,54,50 and above,New,2013-11-18,140,1,1120,1,1,1120.0,1120.0
6269,AW00017268,Alyssa Hughes,61,50 and above,New,2013-11-18,140,1,2320,1,1,2320.0,2320.0
16993,AW00027992,Dylan Taylor,71,50 and above,New,2013-11-19,140,1,2,1,1,2.0,2.0
9080,AW00020079,Alexandra Taylor,61,50 and above,New,2013-11-19,140,1,5,1,1,5.0,5.0
1901,AW00012900,Carlos Ward,50,50 and above,New,2013-11-19,140,1,22,1,1,22.0,22.0
14767,AW00025766,Allison Kelly,52,50 and above,New,2013-11-19,140,1,33,1,1,33.0,33.0
14040,AW00025039,Alexis Clark,45,40-49,New,2013-11-19,140,1,33,1,1,33.0,33.0
13637,AW00024636,Anna Ward,80,50 and above,New,2013-11-19,140,1,33,1,1,33.0,33.0
6859,AW00017858,Dalton Barnes,58,50 and above,New,2013-11-19,140,1,1701,1,1,1701.0,1701.0
11663,AW00022662,Tyrone Carlson,56,50 and above,New,2013-11-20,140,1,5,1,1,5.0,5.0
14141,AW00025140,Toni Lopez,56,50 and above,New,2013-11-20,140,1,21,1,1,21.0,21.0
570,AW00011569,Troy Malhotra,48,40-49,New,2013-11-20,140,1,35,1,1,35.0,35.0
7844,AW00018843,Luis Perez,84,50 and above,New,2013-11-20,140,1,70,1,1,70.0,70.0
12839,AW00023838,Ariana Ready,49,40-49,New,2013-11-20,140,1,540,1,1,540.0,540.0
12481,AW00023480,Sydney Coleman,51,50 and above,New,2013-11-20,140,1,540,1,1,540.0,540.0
12500,AW00023499,Spencer Washington,84,50 and above,New,2013-11-20,140,1,540,1,1,540.0,540.0
7680,AW00018679,Seth Wood,47,40-49,New,2013-11-20,140,1,1701,1,1,1701.0,1701.0
15902,AW00026901,Louis Nara,53,50 and above,New,2013-11-21,140,1,4,1,1,4.0,4.0
13567,AW00024566,Kara Nara,62,50 and above,New,2013-11-21,140,1,5,1,1,5.0,5.0
1537,AW00012536,Javier Dominguez,59,50 and above,New,2013-11-21,140,1,9,1,1,9.0,9.0
7231,AW00018230,Brianna Perry,55,50 and above,New,2013-11-22,140,1,5,1,1,5.0,5.0
18424,AW00029423,Tony Luo,44,40-49,New,2013-11-22,140,1,21,1,1,21.0,21.0
14042,AW00025041,Hunter Phillips,44,40-49,New,2013-11-22,140,1,33,1,1,33.0,33.0
10989,AW00021988,Alisha Zhao,55,50 and above,New,2013-11-22,140,1,35,1,1,35.0,35.0
12841,AW00023840,Mason Ward,44,40-49,New,2013-11-22,140,1,540,1,1,540.0,540.0
6453,AW00017452,Mitchell Nath,60,50 and above,New,2013-11-23,140,1,5,1,1,5.0,5.0
10077,AW00021076,Terrence Nath,55,50 and above,New,2013-11-23,140,1,5,1,1,5.0,5.0
13153,AW00024152,Casey Rubio,82,50 and above,New,2013-11-23,140,1,5,1,1,5.0,5.0
1969,AW00012968,Paige Butler,47,40-49,New,2013-11-23,140,1,22,1,1,22.0,22.0
12213,AW00023212,James Jones,46,40-49,New,2013-11-23,140,1,30,1,1,30.0,30.0
1471,AW00012470,Barbara He,54,50 and above,New,2013-11-23,140,1,50,1,1,50.0,50.0
7352,AW00018351,Alexander Smith,48,40-49,New,2013-11-23,140,1,2320,1,1,2320.0,2320.0
3923,AW00014922,Paige Perry,55,50 and above,New,2013-11-24,140,1,5,1,1,5.0,5.0
10530,AW00021529,Kristi Martinez,67,50 and above,New,2013-11-24,140,1,30,1,1,30.0,30.0
487,AW00011486,Ariana Rogers,43,40-49,New,2013-11-24,140,1,35,1,1,35.0,35.0
17778,AW00028777,Brittany Wood,65,50 and above,New,2013-11-24,140,1,54,1,1,54.0,54.0
16974,AW00027973,Randall Serrano,41,40-49,New,2013-11-24,140,1,540,1,1,540.0,540.0
10920,AW00021919,Melissa Howard,58,50 and above,New,2013-11-24,140,1,1120,1,1,1120.0,1120.0
4388,AW00015387,Miguel Rodriguez,59,50 and above,New,2013-11-25,140,1,5,1,1,5.0,5.0
3767,AW00014766,Curtis Xu,52,50 and above,New,2013-11-25,140,1,5,1,1,5.0,5.0
17614,AW00028613,James Campbell,64,50 and above,New,2013-11-25,140,1,9,1,1,9.0,9.0
15007,AW00026006,Garrett Peterson,60,50 and above,New,2013-11-25,140,1,25,1,1,25.0,25.0
13539,AW00024538,Latasha Diaz,58,50 and above,New,2013-11-26,140,1,4,1,1,4.0,4.0
9264,AW00020263,Steve Zhou,57,50 and above,New,2013-11-26,140,1,21,1,1,21.0,21.0
12483,AW00023482,Zoe Gray,57,50 and above,New,2013-11-26,140,1,30,1,1,30.0,30.0
10789,AW00021788,Spencer Barnes,72,50 and above,New,2013-11-26,140,1,1120,1,1,1120.0,1120.0
11567,AW00022566,Damien Pal,65,50 and above,New,2013-11-26,140,1,1701,1,1,1701.0,1701.0
7640,AW00018639,Maria Scott,45,40-49,New,2013-11-26,140,1,1701,1,1,1701.0,1701.0
5990,AW00016989,Emma Richardson,49,40-49,New,2013-11-26,140,1,2320,1,1,2320.0,2320.0
14248,AW00025247,Lindsay Nara,54,50 and above,New,2013-11-27,140,1,5,1,1,5.0,5.0
13259,AW00024258,Hailey Edwards,43,40-49,New,2013-11-27,140,1,5,1,1,5.0,5.0
